Rented Bike Count,hour_sin,hour_cos,Temperature,Humidity,Wind speed,Visibility,Solar Radiation,Rainfall,Snowfall,Seasons_Autumn,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday
405,1.2246467991473532e-16,-1.0,2.4,52,0.9,1224,1.08,0.0,0.0,0,0,0,1,1
442,-0.2588190451025208,-0.9659258262890683,4.2,47,1.1,1469,1.1,0.0,0.0,0,0,0,1,1
416,-0.4999999999999997,-0.8660254037844388,5.5,34,1.0,1966,0.96,0.0,0.0,0,0,0,1,1
412,-0.7071067811865471,-0.7071067811865479,5.5,31,3.1,1968,0.72,0.0,0.0,0,0,0,1,1
496,-0.8660254037844384,-0.5000000000000004,5.3,37,2.9,2000,0.36,0.0,0.0,0,0,0,1,1
239,-0.9659258262890683,-0.25881904510252063,4.1,60,2.5,1565,0.1,0.0,0.0,0,0,0,1,1
204,-1.0,-1.8369701987210297e-16,1.7,90,1.0,66,0.0,0.3,0.3,0,0,0,1,1
205,-0.9659258262890684,0.2588190451025203,1.2,92,0.7,180,0.0,0.0,1.0,0,0,0,1,1
190,-0.8660254037844386,0.5000000000000001,1.2,94,0.6,228,0.0,0.0,1.0,0,0,0,1,1
165,-0.7071067811865477,0.7071067811865474,1.1,92,0.5,235,0.0,0.7,1.0,0,0,0,1,1
222,-0.5000000000000004,0.8660254037844384,1.3,92,0.6,233,0.0,0.0,1.0,0,0,0,1,1
193,-0.25881904510252157,0.9659258262890681,1.3,92,0.6,209,0.0,0.0,1.0,0,0,0,1,1
198,0.0,1.0,1.4,92,0.5,240,0.0,0.0,0.9,0,0,0,1,1
218,0.25881904510252074,0.9659258262890683,1.5,92,0.4,227,0.0,0.0,0.9,0,0,0,1,1
149,0.49999999999999994,0.8660254037844387,1.4,92,0.7,168,0.0,0.0,0.9,0,0,0,1,1
102,0.7071067811865475,0.7071067811865476,1.9,91,1.4,218,0.0,0.0,0.9,0,0,0,1,1
62,0.8660254037844386,0.5000000000000001,1.6,92,0.7,119,0.0,0.0,0.9,0,0,0,1,1
83,0.9659258262890683,0.25881904510252074,1.5,92,1.1,175,0.0,0.0,0.9,0,0,0,1,1
137,1.0,6.123233995736766e-17,1.0,93,0.5,148,0.0,0.0,0.9,0,0,0,1,1
367,0.9659258262890683,-0.25881904510252063,0.3,93,0.5,173,0.0,0.0,0.9,0,0,0,1,1
754,0.8660254037844387,-0.4999999999999998,-0.2,96,0.8,173,0.01,0.0,0.8,0,0,0,1,1
415,0.7071067811865476,-0.7071067811865475,0.1,91,0.8,265,0.14,0.0,0.8,0,0,0,1,1
321,0.49999999999999994,-0.8660254037844387,1.1,83,0.7,311,0.41,0.0,0.7,0,0,0,1,1
333,0.258819045102521,-0.9659258262890682,2.3,69,1.7,628,0.63,0.0,0.6,0,0,0,1,1
431,1.2246467991473532e-16,-1.0,3.7,65,2.4,833,0.98,0.0,0.3,0,0,0,1,1
394,-0.2588190451025208,-0.9659258262890683,4.1,37,3.1,1767,1.14,0.0,0.0,0,0,0,1,1
390,-0.4999999999999997,-0.8660254037844388,4.4,36,2.7,1975,1.04,0.0,0.0,0,0,0,1,1
430,-0.7071067811865471,-0.7071067811865479,4.0,35,3.1,1962,0.84,0.0,0.0,0,0,0,1,1
471,-0.8660254037844384,-0.5000000000000004,3.2,38,2.9,1817,0.51,0.0,0.0,0,0,0,1,1
552,-0.9659258262890683,-0.25881904510252063,2.1,50,2.0,1434,0.15,0.0,0.0,0,0,0,1,1
795,-1.0,-1.8369701987210297e-16,0.7,46,2.7,1558,0.0,0.0,0.0,0,0,0,1,1
507,-0.9659258262890684,0.2588190451025203,-0.4,47,2.5,1269,0.0,0.0,0.0,0,0,0,1,1
390,-0.8660254037844386,0.5000000000000001,-1.4,47,2.5,1620,0.0,0.0,0.0,0,0,0,1,1
402,-0.7071067811865477,0.7071067811865474,-2.2,46,2.2,1975,0.0,0.0,0.0,0,0,0,1,1
389,-0.5000000000000004,0.8660254037844384,-2.7,48,2.6,1844,0.0,0.0,0.0,0,0,0,1,1
259,-0.25881904510252157,0.9659258262890681,-3.2,50,2.1,1887,0.0,0.0,0.0,0,0,0,1,1
233,0.0,1.0,-3.5,49,2.6,1893,0.0,0.0,0.0,0,0,0,1,1
230,0.25881904510252074,0.9659258262890683,-3.7,50,2.5,1902,0.0,0.0,0.0,0,0,0,1,1
131,0.49999999999999994,0.8660254037844387,-4.3,53,1.0,1918,0.0,0.0,0.0,0,0,0,1,1
99,0.7071067811865475,0.7071067811865476,-4.8,52,1.6,1978,0.0,0.0,0.0,0,0,0,1,1
71,0.8660254037844386,0.5000000000000001,-5.3,53,2.4,1936,0.0,0.0,0.0,0,0,0,1,1
84,0.9659258262890683,0.25881904510252074,-5.8,56,2.0,1941,0.0,0.0,0.0,0,0,0,1,1
158,1.0,6.123233995736766e-17,-6.0,56,3.5,1853,0.0,0.0,0.0,0,0,0,1,1
387,0.9659258262890683,-0.25881904510252063,-6.5,57,0.8,1776,0.0,0.0,0.0,0,0,0,1,1
780,0.8660254037844387,-0.4999999999999998,-7.0,59,0.8,1559,0.01,0.0,0.0,0,0,0,1,1
395,0.7071067811865476,-0.7071067811865475,-6.7,50,0.9,1492,0.23,0.0,0.0,0,0,0,1,1
261,0.49999999999999994,-0.8660254037844387,-5.3,44,2.8,1516,0.63,0.0,0.0,0,0,0,1,1
310,0.258819045102521,-0.9659258262890682,-3.7,39,1.4,1595,0.93,0.0,0.0,0,0,0,1,1
355,1.2246467991473532e-16,-1.0,-2.0,30,1.4,1728,1.14,0.0,0.0,0,0,0,1,1
354,-0.2588190451025208,-0.9659258262890683,-1.7,28,1.8,1963,1.22,0.0,0.0,0,0,0,1,1
350,-0.4999999999999997,-0.8660254037844388,-1.3,27,3.1,1906,1.12,0.0,0.0,0,0,0,1,1
362,-0.7071067811865471,-0.7071067811865479,-0.8,26,3.3,1977,0.87,0.0,0.0,0,0,0,1,1
401,-0.8660254037844384,-0.5000000000000004,-1.1,24,3.4,2000,0.56,0.0,0.0,0,0,0,1,1
500,-0.9659258262890683,-0.25881904510252063,-2.4,30,2.7,2000,0.18,0.0,0.0,0,0,0,1,1
752,-1.0,-1.8369701987210297e-16,-3.1,33,1.2,2000,0.0,0.0,0.0,0,0,0,1,1
477,-0.9659258262890684,0.2588190451025203,-3.3,35,1.1,2000,0.0,0.0,0.0,0,0,0,1,1
384,-0.8660254037844386,0.5000000000000001,-3.3,34,1.5,2000,0.0,0.0,0.0,0,0,0,1,1
336,-0.7071067811865477,0.7071067811865474,-3.3,35,0.5,2000,0.0,0.0,0.0,0,0,0,1,1
347,-0.5000000000000004,0.8660254037844384,-3.4,39,1.2,2000,0.0,0.0,0.0,0,0,0,1,1
275,-0.25881904510252157,0.9659258262890681,-3.5,43,0.9,2000,0.0,0.0,0.0,0,0,0,1,1
267,0.0,1.0,-3.5,48,0.9,1967,0.0,0.0,0.0,0,0,0,1,1
296,0.25881904510252074,0.9659258262890683,-4.1,49,0.6,2000,0.0,0.0,0.0,0,0,0,1,1
237,0.49999999999999994,0.8660254037844387,-4.7,50,0.7,1983,0.0,0.0,0.0,0,0,0,1,1
169,0.7071067811865475,0.7071067811865476,-4.3,47,0.6,1992,0.0,0.0,0.0,0,0,0,1,1
96,0.8660254037844386,0.5000000000000001,-4.3,49,0.7,2000,0.0,0.0,0.0,0,0,0,1,1
56,0.9659258262890683,0.25881904510252074,-4.7,49,0.8,1999,0.0,0.0,0.0,0,0,0,1,1
76,1.0,6.123233995736766e-17,-5.1,53,0.9,1975,0.0,0.0,0.0,0,0,0,1,1
127,0.9659258262890683,-0.25881904510252063,-5.5,56,0.8,1950,0.0,0.0,0.0,0,0,0,1,1
222,0.8660254037844387,-0.4999999999999998,-5.4,56,0.7,1940,0.01,0.0,0.0,0,0,0,1,1
291,0.7071067811865476,-0.7071067811865475,-4.7,48,1.0,1784,0.23,0.0,0.0,0,0,0,1,1
273,0.49999999999999994,-0.8660254037844387,-2.2,42,1.3,1646,0.61,0.0,0.0,0,0,0,1,1
351,0.258819045102521,-0.9659258262890682,0.0,45,1.1,1500,0.89,0.0,0.0,0,0,0,1,1
427,1.2246467991473532e-16,-1.0,2.4,40,0.8,1809,1.05,0.0,0.0,0,0,0,1,1
431,-0.2588190451025208,-0.9659258262890683,3.9,36,2.0,1702,1.13,0.0,0.0,0,0,0,1,1
486,-0.4999999999999997,-0.8660254037844388,4.7,32,2.2,1948,1.06,0.0,0.0,0,0,0,1,1
569,-0.7071067811865471,-0.7071067811865479,5.2,30,2.0,1963,0.84,0.0,0.0,0,0,0,1,1
546,-0.8660254037844384,-0.5000000000000004,4.4,33,1.6,1963,0.4,0.0,0.0,0,0,0,1,1
481,-0.9659258262890683,-0.25881904510252063,3.5,37,1.8,1963,0.1,0.0,0.0,0,0,0,1,1
384,-1.0,-1.8369701987210297e-16,2.5,41,1.0,1974,0.0,0.0,0.0,0,0,0,1,1
275,-0.9659258262890684,0.2588190451025203,1.5,48,0.4,1878,0.0,0.0,0.0,0,0,0,1,1
298,-0.8660254037844386,0.5000000000000001,0.8,51,1.4,1848,0.0,0.0,0.0,0,0,0,1,1
321,-0.7071067811865477,0.7071067811865474,-0.1,55,0.7,1654,0.0,0.0,0.0,0,0,0,1,1
289,-0.5000000000000004,0.8660254037844384,-0.5,55,0.6,1655,0.0,0.0,0.0,0,0,0,1,1
265,-0.25881904510252157,0.9659258262890681,-0.1,54,1.3,1570,0.0,0.0,0.0,0,0,0,1,1
326,0.0,1.0,-0.2,55,1.0,1629,0.0,0.0,0.0,0,0,0,1,1
280,0.25881904510252074,0.9659258262890683,-0.2,54,0.5,1747,0.0,0.0,0.0,0,0,0,1,1
243,0.49999999999999994,0.8660254037844387,0.2,52,0.7,1726,0.0,0.0,0.0,0,0,0,1,1
169,0.7071067811865475,0.7071067811865476,0.3,53,0.5,1748,0.0,0.0,0.0,0,0,0,1,1
71,0.8660254037844386,0.5000000000000001,0.4,52,1.6,1816,0.0,0.0,0.0,0,0,0,1,1
13,0.9659258262890683,0.25881904510252074,0.3,74,1.0,178,0.0,0.0,0.7,0,0,0,1,1
9,1.0,6.123233995736766e-17,-0.5,90,0.9,91,0.0,2.5,2.7,0,0,0,1,1
20,0.9659258262890683,-0.25881904510252063,-0.4,92,1.1,121,0.0,0.0,4.0,0,0,0,1,1
35,0.8660254037844387,-0.4999999999999998,-0.2,90,1.2,378,0.0,0.0,4.1,0,0,0,1,1
31,0.7071067811865476,-0.7071067811865475,0.2,90,1.0,305,0.0,1.6,4.3,0,0,0,1,1
19,0.49999999999999994,-0.8660254037844387,0.5,91,0.4,143,0.0,0.0,4.3,0,0,0,1,1
58,0.258819045102521,-0.9659258262890682,0.9,92,0.9,137,0.03,0.0,3.9,0,0,0,1,1
119,1.2246467991473532e-16,-1.0,2.3,88,0.3,245,0.28,0.0,3.1,0,0,0,1,1
182,-0.2588190451025208,-0.9659258262890683,3.3,87,1.1,230,0.54,0.0,2.1,0,0,0,1,1
235,-0.4999999999999997,-0.8660254037844388,4.2,85,0.7,325,0.65,0.0,1.4,0,0,0,1,1
214,-0.8660254037844384,-0.5000000000000004,5.4,71,3.5,622,0.2,0.0,0.5,0,0,0,1,1
226,-0.9659258262890683,-0.25881904510252063,3.6,65,4.3,1061,0.03,0.0,0.4,0,0,0,1,1
210,-1.0,-1.8369701987210297e-16,2.0,61,3.0,2000,0.0,0.0,0.0,0,0,0,1,1
181,-0.9659258262890684,0.2588190451025203,1.6,53,4.0,2000,0.0,0.0,0.0,0,0,0,1,1
165,-0.8660254037844386,0.5000000000000001,0.6,57,3.9,1954,0.0,0.0,0.0,0,0,0,1,1
167,-0.7071067811865477,0.7071067811865474,0.0,59,3.0,1862,0.0,0.0,0.0,0,0,0,1,1
148,-0.25881904510252157,0.9659258262890681,-1.4,43,4.3,2000,0.0,0.0,0.0,0,0,0,1,1
125,0.0,1.0,-2.5,39,3.4,2000,0.0,0.0,0.0,0,0,0,1,1
111,0.25881904510252074,0.9659258262890683,-3.4,36,3.8,2000,0.0,0.0,0.0,0,0,0,1,1
67,0.49999999999999994,0.8660254037844387,-4.2,35,3.4,2000,0.0,0.0,0.0,0,0,0,1,1
45,0.7071067811865475,0.7071067811865476,-4.7,38,2.4,2000,0.0,0.0,0.0,0,0,0,1,1
44,0.8660254037844386,0.5000000000000001,-5.2,35,3.2,2000,0.0,0.0,0.0,0,0,0,1,1
86,0.9659258262890683,0.25881904510252074,-5.6,38,3.2,1974,0.0,0.0,0.0,0,0,0,1,1
136,1.0,6.123233995736766e-17,-5.9,39,2.9,1979,0.0,0.0,0.0,0,0,0,1,1
325,0.9659258262890683,-0.25881904510252063,-6.0,39,3.1,1996,0.0,0.0,0.0,0,0,0,1,1
653,0.8660254037844387,-0.4999999999999998,-6.0,38,3.6,1994,0.01,0.0,0.0,0,0,0,1,1
226,0.258819045102521,-0.9659258262890682,-4.7,36,3.8,2000,1.0,0.0,0.0,0,0,0,1,1
253,-0.4999999999999997,-0.8660254037844388,-5.4,31,4.1,1945,1.13,0.0,0.0,0,0,0,1,1
277,-0.8660254037844384,-0.5000000000000004,-6.0,40,4.0,2000,0.55,0.0,0.0,0,0,0,1,1
361,-0.9659258262890683,-0.25881904510252063,-7.1,44,4.2,2000,0.18,0.0,0.0,0,0,0,1,1
557,-1.0,-1.8369701987210297e-16,-7.9,43,3.3,2000,0.0,0.0,0.0,0,0,0,1,1
371,-0.9659258262890684,0.2588190451025203,-8.6,45,3.9,2000,0.0,0.0,0.0,0,0,0,1,1
254,-0.8660254037844386,0.5000000000000001,-9.3,49,3.8,2000,0.0,0.0,0.0,0,0,0,1,1
266,-0.7071067811865477,0.7071067811865474,-9.7,51,2.5,2000,0.0,0.0,0.0,0,0,0,1,1
222,-0.5000000000000004,0.8660254037844384,-10.2,50,3.0,2000,0.0,0.0,0.0,0,0,0,1,1
